random_seed,carbon_price,carbon_cap,source_formal_task_id,result_origin,solver_run_performed,source_carbon_price,source_carbon_cap,source_total_profit,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,w_vector_candidate_dc,num_dc_open,notes
808,2,40000,seed_808_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2732061.90909456,2612061.90909456,175760.547125795,172247.597102776,135760.547125795,0,271521.09425159,0.43108504398827;0.231671554252199;0.151515151515152;0.144672531769306;0.540566959921799;0.545454545454545;0.801564027370479;0.951124144672532;0.287390029325513;0.193548387096774,5,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
808,2,100000,seed_808_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2732061.90909456,2732061.90909456,175760.547125795,172247.597102776,75760.54712579501,0,151521.09425159002,0.43108504398827;0.231671554252199;0.151515151515152;0.144672531769306;0.540566959921799;0.545454545454545;0.801564027370479;0.951124144672532;0.287390029325513;0.193548387096774,5,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
808,2,200000,seed_808_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2732061.90909456,2932061.90909456,175760.547125795,172247.597102776,0,24239.452874204988,-48478.905748409976,0.43108504398827;0.231671554252199;0.151515151515152;0.144672531769306;0.540566959921799;0.545454545454545;0.801564027370479;0.951124144672532;0.287390029325513;0.193548387096774,5,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
808,2,350000,seed_808_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2732061.90909456,3232061.90909456,175760.547125795,172247.597102776,0,174239.452874205,-348478.90574841,0.43108504398827;0.231671554252199;0.151515151515152;0.144672531769306;0.540566959921799;0.545454545454545;0.801564027370479;0.951124144672532;0.287390029325513;0.193548387096774,5,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
909,2,0,seed_909_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2342419.31620575,2142419.31620575,280010.466657766,239507.554572176,280010.466657766,0,560020.933315532,0.732160312805474;0.359726295210166;0.00782013685239492;0.358748778103617;0.324535679374389;0.349951124144673;0.313782991202346;0.220918866080156;0.263929618768328;0.423264907135875,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
909,2,40000,seed_909_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2342419.31620575,2222419.31620575,280010.466657766,239507.554572176,240010.46665776602,0,480020.93331553205,0.732160312805474;0.359726295210166;0.00782013685239492;0.358748778103617;0.324535679374389;0.349951124144673;0.313782991202346;0.220918866080156;0.263929618768328;0.423264907135875,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
909,2,100000,seed_909_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2342419.31620575,2342419.31620575,280010.466657766,239507.554572176,180010.46665776602,0,360020.93331553205,0.732160312805474;0.359726295210166;0.00782013685239492;0.358748778103617;0.324535679374389;0.349951124144673;0.313782991202346;0.220918866080156;0.263929618768328;0.423264907135875,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
909,2,200000,seed_909_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2342419.31620575,2542419.31620575,280010.466657766,239507.554572176,80010.46665776602,0,160020.93331553205,0.732160312805474;0.359726295210166;0.00782013685239492;0.358748778103617;0.324535679374389;0.349951124144673;0.313782991202346;0.220918866080156;0.263929618768328;0.423264907135875,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
909,2,350000,seed_909_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2342419.31620575,2842419.31620575,280010.466657766,239507.554572176,0,69989.53334223398,-139979.06668446795,0.732160312805474;0.359726295210166;0.00782013685239492;0.358748778103617;0.324535679374389;0.349951124144673;0.313782991202346;0.220918866080156;0.263929618768328;0.423264907135875,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
1010,2,0,seed_1010_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2503040.51347255,2303040.51347255,280477.380094308,111667.9176653,280477.380094308,0,560954.760188616,0.165200391006843;0.378299120234604;0.391006842619746;0.213098729227761;0.358748778103617;0.751710654936461;0.231671554252199;0.283479960899316;0.350928641251222;0.327468230694037,8,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
